file,label,score 
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1673392_2.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1673430_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1673430_1.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1673434_0.jpg,M,0.91
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1673434_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1673434_2.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\167346_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\167360_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\167360_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\167360_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1673734_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1673734_1.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1673734_2.jpg,M,0.82
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1674057_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\167423_0.jpg,M,0.81
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1674274_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1674274_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\167427_0.jpg,M,0.78
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\167474_0.jpg,M,0.67
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1674766_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1674766_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1674772_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1674772_1.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1674772_2.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1674775_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1674776_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1674776_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1674776_2.jpg,M,0.82
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1674778_0.jpg,F,0.55
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1674784_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1674784_1.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\167482_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1675161_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1675161_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1675161_2.jpg,F,0.87
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1675161_3.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\167565_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1677082_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\167752_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\167752_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1678040_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1678040_1.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1679235_0.jpg,F,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\167925_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\167945_0.jpg,M,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1679595_0.jpg,M,0.74
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1679595_1.jpg,M,0.72
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1680045_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1680045_1.jpg,F,0.90
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1680045_2.jpg,M,0.82
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1680089_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1680089_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1680089_2.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1680095_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1680110_0.jpg,F,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1680123_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168080_0.jpg,M,0.83
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168080_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168080_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168122_0.jpg,M,0.75
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168122_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168136_0.jpg,F,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1681371_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1681371_1.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1681371_2.jpg,M,0.68
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1681687_0.jpg,M,0.53
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1682180_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1682180_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1682180_2.jpg,F,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1682187_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1683524_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168355_0.jpg,F,0.84
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168355_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168355_2.jpg,M,0.89
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168446_0.jpg,M,0.83
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168449_0.jpg,F,0.65
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1684558_0.jpg,M,0.76
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1684564_0.jpg,M,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1684609_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1684911_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1684915_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1684915_1.jpg,F,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1684925_0.jpg,M,0.80
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1684925_1.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1684927_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1684928_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168501_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168501_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168504_0.jpg,F,0.58
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168504_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168589_0.jpg,M,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168589_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1686039_0.jpg,F,0.91
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1686039_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1686039_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1686039_3.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168629_0.jpg,M,0.70
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1686784_0.jpg,M,0.91
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1686821_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1686821_1.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1687247_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1687277_0.jpg,F,0.76
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1687281_0.jpg,M,0.92
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168749_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168785_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168785_1.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\168787_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1687901_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\16895_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\16895_1.jpg,F,0.85
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1690368_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1690368_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1690368_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1691343_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\169145_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\169145_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\169145_2.jpg,F,0.59
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1691926_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1692084_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1692084_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1692084_2.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1692084_3.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1692084_4.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\169222_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1692504_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1692504_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1692504_2.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1692957_0.jpg,M,0.56
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\169333_0.jpg,F,0.82
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1693830_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1694015_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1694020_0.jpg,M,0.54
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1694021_0.jpg,M,0.64
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1694021_1.jpg,F,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\16953_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1695409_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1695409_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\169548_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\169639_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\169639_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1697851_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\169817_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\169828_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1698641_0.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1698641_1.jpg,M,0.91
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1698641_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1698641_3.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1698641_4.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1698641_5.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1698647_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1698648_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1698648_1.jpg,M,0.63
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1699135_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1699164_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1699164_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1699231_0.jpg,F,0.74
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1699231_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1699233_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1699513_0.jpg,M,0.73
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1699513_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1700808_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1701186_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1701210_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1701210_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1701215_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1702004_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1702014_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1702014_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1702433_0.jpg,M,0.58
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\170259_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1703125_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1703125_1.jpg,F,0.54
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1703125_2.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1703125_3.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1703125_4.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1703148_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1703957_0.jpg,F,0.85
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1703957_1.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1703957_2.jpg,M,0.86
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\170452_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\170452_1.jpg,M,0.70
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\170452_2.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\17048_0.jpg,M,0.86
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1705115_0.jpg,M,0.78
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\170517_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1705772_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1705786_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1705969_0.jpg,F,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1706470_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1706620_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1707380_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1707380_1.jpg,M,0.78
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1707380_2.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1707386_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1707391_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\17075_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\170783_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1708135_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1708135_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1708453_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1708453_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1708453_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1710396_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\17103_0.jpg,M,0.55
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171049_0.jpg,M,0.80
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171049_1.jpg,M,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1710590_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1711484_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1711484_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1711484_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1711487_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1711487_1.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1711487_2.jpg,F,0.87
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1711487_3.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\17120_0.jpg,M,0.88
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1712187_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1712187_1.jpg,F,0.78
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171227_0.jpg,M,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171227_1.jpg,M,0.89
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171227_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\17128_0.jpg,M,0.81
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171343_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171343_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1713476_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171356_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171359_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1714110_0.jpg,F,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1714176_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1714176_1.jpg,M,0.59
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1714176_2.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1714191_0.jpg,M,0.92
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1714196_0.jpg,M,0.67
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1714205_0.jpg,M,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1714205_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1714205_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1714210_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171433_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171433_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171433_2.jpg,M,0.95
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171474_0.jpg,F,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1714833_0.jpg,F,0.61
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1714833_1.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1714843_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1714878_0.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1714878_1.jpg,F,0.93
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1715320_0.jpg,M,0.78
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1715320_1.jpg,M,0.82
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1715336_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1715336_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171546_0.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171580_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171580_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171580_2.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171580_3.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1715876_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\17162_0.jpg,F,0.84
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1716747_0.jpg,F,0.69
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1716767_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1716767_1.jpg,F,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1716772_0.jpg,M,0.69
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1716772_1.jpg,M,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1716772_2.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1716772_3.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1716777_0.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1716777_1.jpg,F,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1716777_2.jpg,M,0.86
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171726_0.jpg,F,0.80
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1717715_0.jpg,F,0.81
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1717724_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1717724_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1718158_0.jpg,M,0.78
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171851_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\171865_0.jpg,M,0.75
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1718898_0.jpg,F,0.79
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1719071_0.jpg,F,0.61
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1719541_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1719634_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1720114_0.jpg,M,0.62
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1720114_1.jpg,M,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1720114_2.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1720254_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1720263_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1720263_1.jpg,M,0.96
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1720616_0.jpg,F,0.98
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1721478_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1721672_0.jpg,M,0.84
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1721672_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1721672_2.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\172184_0.jpg,F,0.64
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1722426_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1722450_0.jpg,F,0.84
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1722476_0.jpg,M,0.91
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1722484_0.jpg,F,0.55
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1722513_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1722513_1.jpg,F,0.89
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1723121_0.jpg,M,0.94
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1723121_1.jpg,F,0.89
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\172348_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1723642_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1723642_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1724962_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1725073_0.jpg,F,0.89
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1725795_0.jpg,M,0.99
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1725795_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1725986_0.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1725986_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1725995_0.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\1725995_1.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\172627_0.jpg,F,0.97
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\172627_1.jpg,M,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\172627_2.jpg,F,1.00
C:\Users\SG-Innovation\Desktop\movie_analysis\faces\172627_3.jpg,M,1.00
